"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"2478","Hyundai",2016,535000,52600,"Diesel","Individual","Manual","First Owner"
"2479","Hyundai",2016,396000,28643,"Petrol","Dealer","Manual","First Owner"
"2480","Honda",2014,600000,50000,"Diesel","Individual","Manual","First Owner"
"2481","Maruti",2019,575000,30000,"Petrol","Dealer","Manual","First Owner"
"2482","Hyundai",2020,520000,5000,"Petrol","Individual","Manual","First Owner"
"2483","Mahindra",2018,1400000,30000,"Diesel","Individual","Automatic","First Owner"
"2484","Maruti",2018,600000,7600,"Petrol","Individual","Automatic","First Owner"
"2485","Chevrolet",2013,195000,47253,"Diesel","Dealer","Manual","First Owner"
"2486","Maruti",2015,NA,4432,"Petrol","Dealer","Automatic","Second Owner"
"2487","Tata",2010,75000,110000,"Petrol","Individual","Manual","Second Owner"
"2488","Hyundai",2014,400000,25000,"Petrol","Individual","Manual","First Owner"
"2489","Tata",2009,93000,70000,"Diesel","Individual","Manual","Second Owner"
"2490","Hyundai",2016,560000,68523,"Petrol","Dealer","Manual","First Owner"
"2491","Hyundai",2019,400000,5000,NA,"Individual","Manual","First Owner"
"2492","Tata",2018,459999,40000,"Petrol","Individual","Manual","First Owner"
"2493","Hyundai",2017,450000,43000,"Diesel","Individual","Manual","First Owner"
"2494","Maruti",2010,88000,80251,"CNG","Dealer","Manual","Second Owner"
"2495","Hyundai",2010,250000,34500,"Petrol","Individual",NA,"Second Owner"
"2496","Ford",2000,22000,42743,"Petrol","Dealer","Manual","Third Owner"
"2497","Chevrolet",2013,130000,93900,"Diesel","Individual","Manual","Second Owner"
"2498","Maruti",2004,79000,80000,"Petrol","Individual","Manual","First Owner"
"2499","Chevrolet",2012,120000,110000,"Diesel","Individual","Manual","First Owner"
"2500","BMW",2011,1700000,100000,"Diesel","Individual","Automatic","Second Owner"
"2501","Chevrolet",2012,300000,25000,"Diesel","Individual","Manual","First Owner"
"2502","Chevrolet",2012,300000,25000,"Diesel","Individual","Manual","First Owner"
"2503","Maruti",2009,145000,25000,"Petrol","Individual","Manual","First Owner"
"2504","Ford",2019,3200000,NA,"Diesel","Individual","Automatic","First Owner"
"2505","Chevrolet",2013,240000,10000,"Petrol","Individual","Manual","First Owner"
"2506","Honda",2018,700000,30000,"Diesel","Individual","Manual","First Owner"
"2507","Hyundai",2010,NA,110000,"Petrol","Individual","Manual","Second Owner"
"2508","Maruti",2014,535000,80000,"Diesel","Individual","Manual","Second Owner"
"2509","Mahindra",2016,420000,21000,"Petrol","Individual","Manual","First Owner"
"2510","Maruti",2016,350000,20000,"Petrol","Individual","Manual","First Owner"
"2511","Maruti",2015,550000,32000,"Diesel","Individual","Manual","First Owner"
"2512","Mitsubishi",2007,750000,180000,"Diesel","Individual","Manual","First Owner"
"2513","Tata",2012,198000,70000,"Diesel","Individual","Manual","Second Owner"
"2514","Hyundai",2013,420000,50000,"Diesel","Individual","Manual","First Owner"
"2515","Hyundai",2013,420000,50000,"Diesel","Individual","Manual","First Owner"
"2516","Ford",2004,195000,120000,"Diesel","Individual","Manual","First Owner"
"2517","Hyundai",2012,150000,55766,"Petrol","Individual","Manual","Second Owner"
"2518","Nissan",2011,275000,40000,"Petrol","Individual","Manual","Second Owner"
"2519","Maruti",2001,65000,60000,NA,"Individual","Manual","Third Owner"
"2520","Maruti",2008,200000,50000,"Petrol","Individual","Manual","First Owner"
"2521","Maruti",2010,250000,110000,"Diesel","Individual","Manual","Second Owner"
"2522","Renault",2013,450000,1000,"Diesel","Dealer","Manual","Second Owner"
"2523","Maruti",2018,590000,26350,"Diesel","Dealer","Manual","First Owner"
"2524","Maruti",2012,225000,110000,"Petrol","Individual","Manual","Second Owner"
"2525","Tata",2015,225000,68745,"Diesel","Dealer","Manual","First Owner"
"2526","Maruti",2006,165000,NA,"Petrol","Individual","Manual","First Owner"
"2527","Mahindra",2019,860000,35000,"Diesel","Individual","Manual","First Owner"
"2528","Mahindra",2016,900000,47000,"Diesel","Individual","Manual","First Owner"
"2529","Tata",2013,182000,100000,"Diesel","Individual","Manual","First Owner"
"2530","Tata",2010,100000,80000,"Diesel","Individual","Manual","First Owner"
"2531","Hyundai",2006,100000,40000,"Petrol","Individual","Manual","Second Owner"
"2532","Maruti",2017,375000,27289,"Petrol","Dealer","Automatic","First Owner"
"2533","Tata",2018,525000,10980,"Petrol","Dealer","Automatic","First Owner"
"2534","Hyundai",2016,320000,24662,"Petrol","Dealer","Manual","First Owner"
"2535","Maruti",2013,525000,37000,"Diesel","Dealer","Manual","First Owner"
"2536","Nissan",2014,650000,28245,"Diesel","Dealer","Manual","First Owner"
"2537","Hyundai",2017,575000,27005,"Diesel","Dealer",NA,"First Owner"
"2538","Hyundai",2014,355000,39227,"Petrol","Dealer","Manual","First Owner"
"2539","Mahindra",2016,470000,31367,"Diesel","Dealer","Manual","First Owner"
"2540","Maruti",2008,221000,35008,"Petrol","Dealer","Manual","First Owner"
"2541","Hyundai",2009,195000,27005,"Petrol","Dealer","Manual","First Owner"
"2542","Maruti",2001,85000,86000,"Petrol","Individual","Manual","Second Owner"
"2543","Maruti",2013,400000,50000,"Diesel",NA,NA,"First Owner"
"2544","Maruti",2017,650000,20000,"Diesel","Individual","Manual","First Owner"
"2545","Hyundai",2010,400000,50000,"Petrol","Individual","Manual","First Owner"
"2546","Tata",2012,295000,80000,"Diesel","Individual","Manual","Second Owner"
"2547","Maruti",2006,60000,135000,"LPG","Individual","Manual","Fourth & Above Owner"
"2548","Maruti",2003,110000,120000,"Diesel","Individual","Manual","Third Owner"
"2549","Fiat",2015,550000,113600,"Diesel","Individual","Manual","First Owner"
"2550","Hyundai",2008,190000,70000,"Petrol","Individual","Manual","Third Owner"
"2551","Ford",2018,861999,20000,"Diesel","Dealer","Manual","First Owner"
"2552","Ford",2018,782000,14000,"Petrol","Dealer","Manual","First Owner"
"2553","Ford",2018,836000,26000,"Diesel","Dealer","Manual","First Owner"
"2554","Honda",2016,696000,138925,"Petrol","Dealer","Manual","First Owner"
"2555","Honda",2016,596000,121764,"Diesel","Dealer","Manual","First Owner"
"2556","Honda",2016,612000,105429,"Petrol","Dealer","Manual","First Owner"
"2557","Maruti",2015,114999,35000,"Petrol","Individual","Manual","First Owner"
"2558","Tata",2017,340000,60000,"Diesel","Individual","Manual","First Owner"
"2559","Maruti",2020,550000,5000,"Petrol","Individual","Manual","First Owner"
"2560","Chevrolet",2008,114999,70000,"Petrol","Individual","Manual","Third Owner"
"2561","Maruti",2000,105000,80000,"Petrol","Individual","Manual","First Owner"
"2562","Maruti",2019,890000,NA,"Diesel","Individual","Manual","First Owner"
"2563","Tata",2019,715000,8000,"Petrol",NA,"Manual","First Owner"
"2564","Hyundai",2014,525000,54000,"Petrol","Dealer","Manual","Second Owner"
"2565","Volkswagen",2012,735000,55300,"Diesel","Dealer","Automatic","First Owner"
"2566","Honda",2016,495000,11958,"Petrol","Dealer","Manual","First Owner"
"2567","Hyundai",2017,1025000,9000,NA,"Dealer","Manual","First Owner"
"2568","Mahindra",2015,750000,70000,"Diesel","Individual","Manual","First Owner"
"2569","Renault",2013,600000,120000,"Diesel","Individual","Manual","First Owner"
"2570","Hyundai",2014,475000,23122,"Petrol","Dealer","Manual","Second Owner"
"2571","Hyundai",2007,80000,58000,"Petrol","Dealer","Manual","Second Owner"
"2572","Mahindra",2013,325000,62200,"Diesel","Dealer","Manual","First Owner"
"2573","Audi",2014,1470000,34000,"Diesel","Dealer",NA,NA
"2574","Fiat",2015,350000,53000,"Diesel","Individual","Manual","Second Owner"
"2575","Audi",2013,2800000,49000,"Diesel","Dealer","Automatic","First Owner"
"2576","Datsun",2017,NA,15000,"Petrol","Dealer","Manual","Second Owner"
"2577","Chevrolet",2012,349000,44500,"Diesel","Dealer","Manual","Second Owner"
"2578","Volkswagen",2013,450000,50000,"Petrol","Individual","Manual","First Owner"
"2579","Audi",2013,1150000,53000,"Diesel","Dealer","Automatic","First Owner"
"2580","Honda",2009,210000,63500,"Petrol","Dealer","Automatic","First Owner"
"2581","Mercedes-Benz",2018,4500000,9800,"Petrol","Dealer","Automatic","First Owner"
"2582","Volkswagen",2017,825000,13599,"Petrol","Dealer","Automatic","First Owner"
"2583","BMW",2017,2750000,13000,"Diesel","Individual","Automatic","First Owner"
"2584","Chevrolet",2012,160000,110000,"Diesel","Individual","Manual","First Owner"
"2585","Mahindra",2014,550000,100000,"Diesel","Individual","Manual","Second Owner"
"2586","Maruti",2006,95000,110000,"Petrol","Individual","Manual","Third Owner"
"2587","Toyota",2014,725000,90000,"Diesel","Individual","Manual","Second Owner"
"2588","Tata",2019,670000,17000,"Petrol","Individual","Manual","First Owner"
"2589","Maruti",2008,NA,140000,"Petrol","Individual","Manual","First Owner"
"2590","Mahindra",2015,500000,50000,"Diesel","Individual","Manual","Second Owner"
"2591","Mahindra",2017,600000,53000,"Petrol","Individual","Manual","First Owner"
"2592","Maruti",2017,350000,70000,"Petrol","Individual","Manual","Second Owner"
"2593","Chevrolet",2012,200000,70000,"Diesel","Individual","Manual","Second Owner"
"2594","Hyundai",2008,110000,154000,"Diesel","Individual","Manual","Third Owner"
"2595","Hyundai",2012,150000,80000,NA,"Individual","Manual","First Owner"
"2596","Maruti",2003,75000,110000,"Diesel","Individual","Manual","Second Owner"
"2597","Honda",2013,350000,90000,"Diesel","Individual","Manual","Second Owner"
"2598","Toyota",2018,1700000,15000,"Diesel","Individual","Manual","First Owner"
"2599","BMW",2011,890000,86000,"Diesel","Individual","Automatic","Second Owner"
"2600","Mahindra",2014,500000,120000,"Diesel","Individual","Manual","First Owner"
"2601","Hyundai",2019,600000,5200,"Petrol","Individual","Manual","First Owner"
"2602","Chevrolet",2010,99000,60000,"Petrol","Individual","Manual","Second Owner"
"2603","Hyundai",2011,235000,46000,"Petrol","Individual","Manual","First Owner"
"2604","Tata",2006,NA,40000,"Petrol","Individual","Manual","Second Owner"
"2605","Honda",2014,600000,90000,"Diesel","Individual","Manual","Second Owner"
"2606","Hyundai",2019,1000000,25000,"Diesel","Individual","Manual","Second Owner"
"2607","Hyundai",2012,390000,90000,"Diesel","Individual","Manual","First Owner"
"2608","Volkswagen",2015,600000,70000,"Diesel","Individual","Manual","First Owner"
"2609","Hyundai",2017,600000,70000,"Petrol","Individual","Manual","Second Owner"
"2610","Hyundai",2019,730000,35000,"Diesel","Individual","Manual","Second Owner"
"2611","Hyundai",2017,450000,12700,"Petrol","Individual","Automatic","First Owner"
"2612","Maruti",2011,250000,80000,"Diesel","Individual","Manual","First Owner"
"2613","Mahindra",2018,1400000,20000,"Diesel","Individual","Manual","First Owner"
"2614","Renault",2018,300000,20000,"Petrol","Individual","Manual","First Owner"
"2615","Ford",2017,800000,19000,"Petrol","Individual","Manual","First Owner"
"2616","Fiat",2009,125000,95000,"Diesel","Individual","Manual","Second Owner"
"2617","BMW",2019,2600000,9500,"Diesel","Individual","Automatic","First Owner"
"2618","Skoda",2012,300000,50000,"Petrol","Individual","Manual","First Owner"
"2619","Volkswagen",2012,295000,90000,"Diesel","Individual","Manual","First Owner"
"2620","Ford",2013,650000,45839,"Petrol","Dealer","Manual","First Owner"
"2621","Chevrolet",2010,200000,74510,"Petrol","Dealer","Manual","First Owner"
"2622","Chevrolet",2009,130000,87293,"Petrol","Dealer","Manual","First Owner"
"2623","Ford",2012,250000,156040,"Diesel","Dealer","Manual","First Owner"
"2624","Ford",2004,400000,93415,"Diesel","Dealer","Manual","First Owner"
"2625","Ford",2017,430000,101159,"Petrol","Dealer","Manual","First Owner"
"2626","Hyundai",2015,170000,80000,"Petrol","Individual","Manual","Second Owner"
"2627","Tata",2019,450000,12000,"Petrol","Individual","Manual","First Owner"
"2628","Maruti",2013,350000,90000,"Petrol","Individual","Manual","First Owner"
"2629","Chevrolet",2011,130000,68519,"Petrol","Dealer","Manual","First Owner"
"2630","Chevrolet",2012,180000,55130,"Diesel","Dealer","Manual","First Owner"
"2631","Ford",2014,475000,65239,"Petrol","Dealer","Manual","First Owner"
"2632","Volkswagen",2015,470000,58182,"Petrol","Dealer","Manual","First Owner"
"2633","Ford",2012,200000,91245,"Diesel","Dealer","Manual","First Owner"
"2634","Mahindra",2013,650000,102989,"Diesel","Dealer","Manual","First Owner"
"2635","Honda",2010,400000,50000,"Petrol","Individual","Manual","First Owner"
"2636","Maruti",2000,100000,120000,"Petrol","Individual",NA,"First Owner"
"2637","Maruti",2014,409999,90000,"Diesel","Individual","Manual","First Owner"
"2638","Maruti",2018,640000,25000,"Diesel","Individual","Manual","First Owner"
"2639","Maruti",2007,160000,80000,"Petrol","Individual","Manual","Second Owner"
"2640","Tata",2013,182000,100000,"Diesel","Individual","Manual","First Owner"
"2641","Maruti",2018,750000,70000,"Diesel","Individual","Manual","First Owner"
"2642","Mahindra",2002,150000,50000,"Diesel","Individual","Manual","Third Owner"
"2643","Maruti",2008,80000,100000,"Petrol","Individual","Manual","Second Owner"
"2644","Maruti",2016,240000,90000,"Diesel","Individual","Manual","Third Owner"
"2645","Maruti",2005,60000,60000,"Petrol","Individual","Manual","Third Owner"
"2646","Maruti",2007,70000,120000,"Petrol","Individual","Manual","Third Owner"
"2647",NA,2008,285000,90000,"Diesel","Individual","Automatic",NA
"2648","Maruti",2015,350000,60000,"Diesel","Individual","Manual","Second Owner"
"2649","Hyundai",2015,699000,30000,"Diesel","Individual","Manual","Second Owner"
"2650","Ford",2011,275000,108000,"Diesel","Individual","Manual","Second Owner"
"2651","Hyundai",2012,350000,160000,"Diesel","Individual","Manual","Second Owner"
"2652","Maruti",2006,135000,90000,"Petrol","Individual","Manual","Third Owner"
"2653","Mahindra",2010,325000,120000,"Diesel","Individual","Manual","Third Owner"
"2654","Mahindra",2012,650000,102000,"Diesel","Individual","Manual","Second Owner"
"2655","Mahindra",2009,300000,178000,"Diesel","Individual","Manual","Second Owner"
"2656","Toyota",2014,1200000,200000,"Diesel","Individual","Manual","Second Owner"
"2657","Ford",2012,450000,60000,"Petrol","Dealer","Manual","First Owner"
"2658","Tata",2019,425000,3000,"Petrol","Individual","Manual","First Owner"
"2659","Maruti",2006,150000,75118,"Petrol","Individual","Manual","Second Owner"
"2660","Maruti",2013,290000,140000,"Diesel","Individual","Manual","Second Owner"
"2661","Hyundai",2014,NA,60000,"Petrol","Individual","Manual","Second Owner"
"2662","Chevrolet",2006,120000,79000,"Petrol","Dealer","Manual","Fourth & Above Owner"
"2663","Ford",2005,20000,25000,"Petrol","Individual","Manual","Second Owner"
"2664","Hyundai",2005,250000,70000,"Petrol","Individual","Manual","First Owner"
"2665","Hyundai",2008,120000,41723,"Petrol","Individual","Manual","Second Owner"
"2666","Maruti",2010,250000,70000,"Petrol","Individual","Manual","First Owner"
"2667","Tata",2012,220000,70000,"Diesel","Individual","Manual","Second Owner"
"2668","Ford",2005,61000,4637,"Petrol","Individual","Manual","Second Owner"
"2669","Maruti",2016,620000,70000,"Diesel","Individual","Manual","First Owner"
"2670","Maruti",2014,425000,100000,"Diesel","Individual","Manual","Second Owner"
"2671","Tata",2009,85000,120000,"Diesel","Individual","Manual","Second Owner"
"2672","Maruti",2015,270000,40000,"Diesel","Individual","Manual","Second Owner"
"2673","Maruti",2009,180000,220000,"Diesel","Individual","Manual","First Owner"
"2674","Renault",2018,300000,20000,"Petrol","Individual","Manual","First Owner"
"2675","Ford",2017,800000,19000,"Petrol","Individual","Manual","First Owner"
"2676","Fiat",2009,125000,95000,"Diesel","Individual","Manual","Second Owner"
"2677","Mahindra",2017,450000,30000,"Petrol","Individual","Manual","First Owner"
"2678","Tata",2012,450000,42655,"Diesel",NA,"Manual","First Owner"
"2679","Renault",2017,250000,43000,"Petrol","Individual","Manual","Second Owner"
"2680","Toyota",2012,725000,70000,"Diesel","Individual","Manual","First Owner"
"2681","Hyundai",2010,250000,55000,"Petrol","Individual","Manual","First Owner"
"2682","Fiat",2010,99000,80000,"Diesel","Individual","Manual","Second Owner"
"2683","Renault",2017,350000,NA,"Petrol","Individual","Manual","First Owner"
"2684","Hyundai",2018,511000,70000,"Petrol","Individual","Manual","First Owner"
"2685","Maruti",2012,300000,80000,"Diesel","Individual","Manual","First Owner"
"2686","Audi",2010,1100000,110000,"Petrol","Individual","Automatic","First Owner"
"2687","Hyundai",2010,125000,60000,"Petrol","Individual","Manual","Third Owner"
"2688","Tata",2018,500000,30000,"Petrol","Individual","Manual","First Owner"
"2689","Renault",2013,385000,80000,"Diesel","Individual","Manual","Second Owner"
"2690","Skoda",2012,350000,90000,"Petrol","Individual","Manual","First Owner"
"2691","Maruti",2003,60000,50000,"Petrol","Individual","Manual","First Owner"
"2692","Hyundai",2012,NA,50000,"Petrol","Individual","Manual","First Owner"
"2693","Hyundai",2012,400000,70000,"Diesel","Individual","Manual","First Owner"
"2694","Ford",2014,550000,110000,"Diesel","Individual","Manual","First Owner"
"2695","Nissan",2012,300000,80000,"Petrol","Individual","Manual","Second Owner"
"2696","Maruti",2012,250000,156000,"Diesel","Individual","Manual","First Owner"
"2697","Toyota",2012,800000,180000,"Diesel","Individual","Manual","First Owner"
"2698","Maruti",2018,300000,25000,"Petrol","Individual","Manual","First Owner"
"2699","Maruti",2004,80000,120000,"Petrol","Individual","Manual","First Owner"
"2700","Mahindra",2020,1200000,11000,"Diesel","Individual","Manual","First Owner"
"2701","Renault",2017,355000,40000,"Petrol","Individual","Automatic","First Owner"
"2702","Maruti",2015,520000,50000,"Diesel","Individual","Manual","First Owner"
"2703","Hyundai",2012,500000,26000,"Diesel","Individual","Manual","First Owner"
"2704","Maruti",2008,114999,30000,"Petrol","Individual","Manual","First Owner"
"2705","Toyota",2014,1800000,50000,"Diesel","Individual","Manual","First Owner"
"2706","Mahindra",2018,800000,20000,"Diesel","Individual","Manual","First Owner"
"2707","Maruti",2008,105000,30000,"Petrol","Individual","Manual","Second Owner"
"2708","Maruti",2011,135000,78000,"Petrol","Individual","Manual","First Owner"
"2709","Maruti",2011,170000,40000,"Petrol","Individual","Manual","Second Owner"
"2710","Hyundai",2014,550000,100000,"Petrol","Individual","Manual","First Owner"
"2711","Honda",2009,250000,70000,"Petrol","Individual","Manual","Third Owner"
"2712","Hyundai",2014,650000,30000,"Diesel","Individual","Manual","Second Owner"
"2713","Honda",NA,210000,77000,"Petrol","Individual","Automatic","Third Owner"
"2714","Volkswagen",2011,260000,150000,"Diesel","Individual","Manual","First Owner"
"2715","Maruti",2016,750000,69000,"Diesel","Individual","Manual","First Owner"
"2716","Toyota",2016,1350000,120000,"Diesel","Individual","Automatic","First Owner"
"2717","Maruti",2012,220000,120000,"Diesel","Individual","Manual","Second Owner"
"2718","Hyundai",2008,110000,110000,"Petrol","Individual","Manual","Second Owner"
"2719","Mahindra",2017,1230000,70000,"Diesel","Individual","Automatic","First Owner"
"2720","Mahindra",2013,220000,110000,"Diesel","Individual","Manual","First Owner"
"2721","Tata",2009,130000,50000,"Diesel","Individual","Manual","First Owner"
"2722","Hyundai",2012,330000,44000,"Petrol","Individual","Manual","First Owner"
"2723","Honda",2010,254999,90000,"Petrol","Individual","Manual","Second Owner"
"2724","Hyundai",2014,600000,50000,"Petrol","Individual","Manual","Second Owner"
"2725","Hyundai",2012,210000,50000,"Petrol","Individual","Manual","First Owner"
"2726","Chevrolet",2014,300000,146000,"Diesel","Individual","Manual","First Owner"
"2727","Tata",2018,426000,15000,"Petrol","Individual","Automatic","First Owner"
"2728","Maruti",2015,265000,60000,"Petrol","Individual","Manual","First Owner"
"2729","Hyundai",2016,450000,35000,"Petrol","Individual","Manual","Second Owner"
"2730","Hyundai",2012,480000,80000,"Diesel","Individual","Manual","First Owner"
"2731","Tata",NA,40000,90000,"Petrol","Individual","Manual","First Owner"
"2732","Honda",2011,395000,70000,"Petrol","Individual","Manual","Second Owner"
"2733","Maruti",2013,229999,62000,"Petrol","Individual","Manual","Second Owner"
"2734","Ford",2018,875000,10000,"Petrol","Individual","Automatic","First Owner"
"2735","Maruti",2010,170000,80000,"CNG","Individual","Manual","Fourth & Above Owner"
"2736","Hyundai",2015,500000,35000,"Petrol","Individual","Manual","Second Owner"
"2737","Renault",2013,450000,1000,"Diesel","Dealer","Manual","Second Owner"
"2738","Mercedes-Benz",2018,3800000,10000,"Diesel","Dealer","Automatic","First Owner"
"2739","Audi",2013,1580000,86000,"Diesel","Dealer","Automatic","First Owner"
"2740","BMW",2019,4950000,30000,"Diesel","Dealer","Automatic","First Owner"
"2741","Hyundai",2016,535000,52600,"Diesel","Individual","Manual","First Owner"
"2742","Maruti",2012,225000,110000,"Petrol","Individual","Manual","Second Owner"
"2743","Hyundai",2017,550000,19890,"Petrol","Dealer","Automatic","First Owner"
"2744","Maruti",2016,670000,7104,"Petrol","Trustmark Dealer","Manual","First Owner"
"2745","Maruti",2015,625000,11918,"Petrol","Trustmark Dealer","Manual","First Owner"
"2746","Hyundai",2017,520000,10510,"Petrol","Dealer","Automatic","First Owner"
"2747","Chevrolet",2016,239000,41000,"Petrol","Dealer","Manual","First Owner"
"2748",NA,2017,2600000,47162,"Diesel","Trustmark Dealer","Automatic","First Owner"
"2749","Maruti",2015,750000,45974,"Diesel","Trustmark Dealer","Manual","First Owner"
"2750","Hyundai",2012,229999,49824,"Petrol","Dealer","Manual","First Owner"
"2751","Audi",2013,1300000,58500,"Diesel","Dealer","Automatic","First Owner"
"2752","Hyundai",2005,80000,56580,"Petrol","Dealer","Manual","First Owner"
"2753","Skoda",2012,385000,52000,"Diesel","Dealer","Manual","First Owner"
"2754","Hyundai",2015,760000,55340,"Petrol","Trustmark Dealer","Manual","First Owner"
"2755","Maruti",2017,600000,46507,"Diesel","Trustmark Dealer","Manual","First Owner"
"2756","Maruti",2019,450000,40000,"Petrol","Individual","Manual","First Owner"
"2757",NA,2019,450000,40000,"Petrol","Individual","Manual","First Owner"
"2758","Maruti",2012,550000,120000,"Diesel","Individual","Manual","Third Owner"
"2759","Tata",2013,200000,60000,"Petrol","Individual",NA,"First Owner"
"2760","Tata",2008,80000,90000,"Petrol","Individual","Manual","Second Owner"
"2761",NA,2010,300000,250000,"Diesel","Individual","Manual","Second Owner"
"2762","Ford",2019,675000,15000,"Diesel","Individual","Manual","First Owner"
"2763","Maruti",2017,260000,30000,"Petrol","Individual","Manual","First Owner"
"2764","Hyundai",2019,500000,15000,"Petrol","Individual","Manual","First Owner"
"2765","Hyundai",2012,150000,55766,"Petrol","Individual","Manual","Second Owner"
"2766","Maruti",2006,100000,80000,"Petrol","Individual","Manual","First Owner"
"2767","Maruti",2001,70000,117000,"Petrol","Individual","Manual","Second Owner"
"2768","Maruti",2004,100000,70000,"Petrol","Individual","Manual","First Owner"
"2769","Toyota",2012,730000,110000,"Diesel","Individual","Manual","Second Owner"
"2770","Nissan",2016,525000,100000,"Diesel","Individual","Manual","Second Owner"
"2771","Nissan",2016,525000,105000,"Diesel","Individual","Manual","Second Owner"
"2772","Toyota",2009,550000,182000,"Diesel","Individual","Manual","Third Owner"
"2773","Toyota",2012,420000,95000,"Diesel","Individual","Manual","Second Owner"
"2774","Honda",2015,500000,70000,"Petrol","Individual","Manual","First Owner"
"2775","Maruti",2009,165000,76000,"Petrol","Individual","Manual","Second Owner"
"2776","Hyundai",2014,650000,70000,"Diesel","Individual","Manual","Second Owner"
"2777",NA,2013,195000,46000,"Diesel","Individual","Manual","First Owner"
"2778","Maruti",1999,75000,70000,"Petrol","Individual","Manual","First Owner"
"2779","Hyundai",2005,100000,120000,"Diesel","Individual","Manual","Second Owner"
"2780","Toyota",2017,1770000,25000,"Diesel","Individual","Manual","First Owner"
"2781","Maruti",2006,90000,90000,"Petrol","Individual","Manual","First Owner"
"2782","Hyundai",2016,515000,50000,"Diesel","Individual","Manual","First Owner"
"2783","Honda",2017,700000,24585,"Diesel","Dealer","Manual","Test Drive Car"
"2784","Maruti",2001,62000,70000,"Petrol","Individual","Manual","First Owner"
"2785","Toyota",2011,220000,110000,"Diesel","Individual",NA,"Third Owner"
"2786","Hyundai",2019,520000,10000,"CNG","Individual","Manual","First Owner"
"2787","Fiat",2010,170000,100000,"Petrol","Individual","Manual","First Owner"
"2788","Ford",2011,190000,110000,"Diesel","Individual","Manual","Second Owner"
"2789","Ford",2011,150000,100000,"Diesel","Individual","Manual","Second Owner"
"2790","Maruti",2009,125000,65000,"Petrol","Individual","Manual","First Owner"
"2791","Honda",2015,290000,40000,"Diesel","Individual","Manual","Third Owner"
"2792","Maruti",NA,490000,13900,"Petrol","Individual","Manual","First Owner"
"2793","Tata",2017,NA,17563,"Petrol","Individual","Manual","First Owner"
"2794","Tata",2016,380000,15000,"Petrol","Individual","Manual","First Owner"
"2795","Volkswagen",2012,200000,82000,"Diesel","Individual","Manual","Second Owner"
"2796","Ford",2016,495000,40000,"Diesel","Individual","Manual","First Owner"
"2797","Toyota",2014,894999,173000,"Diesel","Individual","Manual","Third Owner"
"2798","Mahindra",2014,600000,151000,"Diesel","Individual","Manual","Second Owner"
"2799","Honda",2015,300000,50000,"Petrol","Individual","Manual","First Owner"
"2800","Honda",2017,430000,15000,"Petrol","Individual","Manual","First Owner"
"2801","Honda",2017,370000,80000,"Diesel","Individual","Manual","First Owner"
"2802","Maruti",2019,750000,11000,"Petrol","Individual","Manual","First Owner"
"2803","Maruti",2016,300000,50000,"CNG","Individual","Manual","First Owner"
"2804","BMW",2012,700000,120000,"Diesel","Individual","Automatic","Second Owner"
"2805","Maruti",2007,100000,70000,"LPG","Individual","Manual","Third Owner"
"2806","Hyundai",2015,300000,90000,"Petrol","Individual","Manual","First Owner"
"2807","Tata",2012,130000,185000,"Diesel","Individual","Manual","Second Owner"
"2808","Hyundai",2016,650000,NA,"Diesel","Individual","Manual","First Owner"
"2809","Maruti",2017,509999,25000,"Diesel","Individual","Manual","First Owner"
"2810","Toyota",2013,1000000,117780,"Diesel","Individual","Manual","Second Owner"
"2811","Hyundai",2010,280000,120000,"Diesel","Individual","Manual","Second Owner"
"2812","Maruti",2017,600000,120000,"Diesel","Individual",NA,"First Owner"
"2813","Skoda",2013,210000,120000,"Diesel","Individual","Manual","Third Owner"
"2814","Audi",2014,1150000,110000,"Diesel","Individual","Automatic","Second Owner"
"2815","Hyundai",2018,229999,30000,"Petrol","Individual","Manual","First Owner"
"2816","Hyundai",2018,245000,30000,"Petrol","Individual","Manual","First Owner"
"2817","Mahindra",2015,600000,60000,"Diesel","Individual","Manual","First Owner"
"2818","Hyundai",2016,375000,25000,"Petrol","Individual","Manual","First Owner"
"2819","Mahindra",2015,150000,55000,"Diesel","Individual","Manual","Second Owner"
"2820","Mahindra",2018,1450000,20000,"Diesel","Individual","Manual","First Owner"
"2821","Maruti",2014,500000,100000,"Diesel","Individual","Manual","Second Owner"
"2822","Maruti",2007,75000,40000,"Petrol",NA,"Manual","Second Owner"
"2823","Hyundai",2006,225000,80000,"Petrol","Individual","Automatic","Third Owner"
"2824","Hyundai",2006,275000,80000,"Petrol","Individual","Automatic","Fourth & Above Owner"
"2825","Mahindra",2018,620000,35000,"Diesel","Individual","Manual","First Owner"
"2826",NA,2010,600000,110000,"Diesel","Individual","Manual","Second Owner"
"2827","Mahindra",2011,275000,160000,"Diesel","Individual","Manual","First Owner"
"2828","Tata",2013,125000,125000,"Diesel","Individual","Manual","First Owner"
"2829","Tata",2011,80000,62000,"Petrol","Individual","Manual","Second Owner"
"2830","Nissan",2011,199000,120000,"Diesel","Individual","Manual","Second Owner"
"2831","Nissan",2016,440000,33000,"Petrol","Individual",NA,"Second Owner"
"2832","Maruti",2013,250000,80000,"Diesel","Individual","Manual","Fourth & Above Owner"
"2833","Hyundai",2017,700000,35000,NA,"Individual","Manual","First Owner"
"2834","Hyundai",2015,450000,50000,"Diesel","Individual","Manual","First Owner"
